,lrd
319,21.321669836695698
320,18.07834223306622
321,18.07834223306622
322,18.07834223306622
323,28.36337298774992
324,28.36337298774992
325,28.36337298774992
326,27.081879873647146
327,13.607470996508846
328,14.658226179574134
329,47.44093774020056
330,52.411653530985056
331,53.87931034482757
332,32.583850750758906
333,51.10578309996421
334,28.36337298774992
335,18.07834223306622
336,18.07834223306622
337,18.07834223306622
338,23.67424242424241
339,24.845323953453452
340,18.07834223306622
341,36.15668450833589
342,28.36337298774992
343,10.899227438447543
344,22.52751026115773
345,27.517126057864804
346,18.07834223306622
347,21.321669836695698
348,18.07834223306622
349,18.07834223306622
350,24.845323953453452
351,18.07834223306622
352,21.321669836695698
353,18.07834223306622
354,17.63810653382224
355,26.57755513208923
356,21.80572542399647
357,28.36337298774992
358,28.36337298774992
359,21.321669836695698
360,18.07834223306622
361,32.89473684210527
362,53.87931034482757
363,38.8265011600415
364,53.56937557675517
365,55.80357142857143
366,23.67424242424241
367,53.87931034482757
368,48.076923076923094
369,53.87931034482757
370,24.845323953453452
371,18.07834223306622
372,28.36337298774992
373,23.67424242424241
374,53.87931034482757
375,28.36337298774992
376,21.805725405481464
377,52.411653530985056
378,5.031014726783518
379,9.829034908432707
380,28.36337298774992
381,44.64285714285717
382,17.63810653382224
383,11.16214063719928
384,26.280890828399706
385,12.881848883933014
386,9.113406206974213
387,8.460128420492918
388,36.80283104105579
389,12.881848883933014
390,5.0617349456718
391,6.336918999790254
392,7.409689740065735
393,53.87931034482757
394,53.87931034482757
395,47.34848484848482
396,4.293990305521299
397,6.801906070348949
398,7.619393177594594
399,7.355957673979826
400,18.48331015089039
401,27.71663121725879
402,13.938450960777597
403,12.984296826297179
404,8.822981148059409
405,13.425425138509967
406,26.717059075099552
407,6.017842961765806
408,5.556961848254441
409,43.592229699543935
410,21.321669836695698
411,10.124197847568944
412,1.6437195979163919
413,2.5841900362762895
414,8.460128420492918
415,5.583508323017569
416,1.6378934006559864
417,1.4078672644875145
418,52.41165378808122
419,28.36337298774992
420,8.935635592328182
421,18.039178030000652
422,11.16841198649321
423,10.248382669090544
424,42.83218345524378
425,50.40953002036838
426,27.081879873647146
427,9.288328605212762
428,8.700537738347197
429,20.946680242369396
430,27.99550532408766
431,10.555266291012863
432,10.57894855973891
433,17.43598092073153
434,18.49295438756331
435,7.773418016899162
436,7.328558807570438
437,48.82812499999999
438,24.476773190577656
439,10.124197847568944
440,10.354952994776827
441,10.124197847568944
442,20.031576209926257
443,18.07834223306622
444,39.52834880179074
445,27.081879873647146
446,32.89473684210527
447,10.965589702398052
448,12.445398128145943
449,13.607470996508846
450,6.995508554804031
451,13.33812809258655
452,18.07834223306622
453,18.07834223306622
454,21.80572542399647
455,30.637254901960784
456,38.8265011600415
457,9.315029587270597
458,15.493827832322244
459,18.07834223306622
460,18.07834223306622
461,53.831017195167355
462,8.978906837038512
463,8.301973785236312
464,25.026318038677942
465,18.07834223306622
466,32.89473684210527
467,48.82812499999999
468,20.760955629628715
469,18.07834223306622
470,28.36337298774992
471,21.51076003980574
472,6.017842961765806
473,5.601058902448051
474,52.41165378808122
475,27.081879873647146
476,28.36337298774992
477,28.36337298774992
478,21.80572542399647
479,28.36337298774992
480,24.845323953453452
481,18.07834223306622
482,18.07834223306622
483,23.67424242424241
484,53.87931034482757
485,14.658226179574134
486,40.60483408415667
487,11.122478065318505
488,24.44763045846522
489,11.122478065318505
490,25.895483360737053
491,20.946680242369396
492,21.80572542399647
493,28.36337298774992
494,28.36337298774992
495,4.2041835904134075
496,44.64285714285716
497,24.476773190577656
498,18.07834223306622
499,18.07834223306622
500,18.07834223306622
501,0.9816112567966679
502,1.4648801627623562
503,4.880430901083699
504,18.13084666531262
505,2.6755720451112395
506,3.6231483913236335
507,3.2101253160987713
508,38.82650126456086
509,15.98317080744536
510,18.354636364537445
511,50.40322580645165
512,34.907946982534845
513,28.81311822830916
514,13.954701146404842
515,12.984296826297179
516,5.942069083740442
517,15.782828282828284
518,17.702513736734097
519,17.538655607201523
520,5.019603596023231
521,53.87931034482757
522,53.87931034482757
523,28.81311818559395
524,6.989906389984078
525,6.317742291802413
526,48.82812499999999
527,44.01408450704225
528,30.94059405940593
529,50.403225806451594
530,17.43598092073153
531,47.44093793086591
532,3.2756054896060363
533,5.896824330028644
534,21.321669836695698
535,6.998244498503497
536,9.241655075445195
537,12.733522944001155
538,27.99550532408766
539,23.67424242424241
540,36.80283095204232
541,6.213250126839594
542,5.66147226842035
543,28.36337298774992
544,27.081879873647146
545,48.82812499999999
546,37.463349676465505
547,27.081879873647146
548,4.932410916309962
549,7.8814718077171095
550,19.188383216926535
551,27.081879873647146
552,21.321669836695698
553,27.782273434891792
554,9.172375344353442
555,24.22480620155039
556,100.8064516129033
557,6.142412319584983
558,6.409471382689044
559,27.498067140580478
560,28.36337298774992
561,6.325910931174089
562,24.289733967385384
563,21.80572542399647
564,28.36337298774992
565,50.052635965395886
566,14.994926307730962
567,18.07834223306622
568,21.321669836695698
569,18.07834223306622
570,18.07834223306622
571,7.578973231935975
572,14.192375930144781
573,52.411653530985056
574,53.87931034482757
575,28.36337298774992
576,12.984296826297179
577,18.07834223306622
578,27.081879873647146
579,48.82812499999999
580,27.081879873647146
581,27.081879873647146
582,13.130252100840336
583,17.765334681144925
584,24.383457781189733
585,27.888278014373057
586,28.36337298774992
587,21.80572542399647
588,27.498067140580478
589,9.332667359701736
590,8.786087179577958
591,27.498067140580478
592,5.475902754418997
593,8.856317933480268
594,14.530743200309258
595,40.60483420370545
596,28.36337298774992
597,38.82650126456086
598,10.602302759038988
599,6.049138561693698
600,5.365155731324467
601,18.3927464151456
602,17.9718398972236
603,11.176766423599567
604,10.193712554713693
605,24.845323953453452
606,4.578561406193388
607,4.001068685632893
608,38.8265011600415
609,27.214941993017693
610,27.71663121725879
611,8.89792980538391
612,18.07834223306622
613,27.71663121725879
614,6.951184877973637
615,9.10297711386997
616,7.573073400399375
617,15.26242859786585
618,27.517126057864804
619,18.07834223306622
620,106.11205432937183
621,5.065138055205727
622,8.802811511568933
623,13.954701146404842
624,31.249999999999986
625,24.289733967385384
626,18.07834223306622
627,28.81311822830916
628,17.998705289976368
629,6.220989182096602
630,12.533833010241374
631,28.36337298774992
632,27.081879873647146
633,15.98317080744536
634,18.293209619080766
635,29.509985699683625
636,28.36337298774992
637,23.293643916125827
638,13.938450960777597
639,12.733522944001155
640,53.87931034482757
641,50.403225806451594
642,11.16841198649321
643,10.024888015604455
644,21.321669836695698
645,21.80572542399647
646,16.234840241339487
647,70.63428687485721
648,25.026318038677942
649,110.42402826855125
650,48.82812499999999
651,28.36337298774992
652,3.328834144109271
653,10.760580448581083
654,20.760955629628715
655,18.07834223306622
656,27.888278014373057
657,21.80572542399647
658,28.36337298774992
659,10.602302759038988
660,27.925127371760134
661,27.081879873647146
662,9.315029587270597
663,6.598902651542306
664,5.8424675737222955
665,10.649517134115557
666,58.96226415094341
667,53.87931034482757
668,53.87931034482757
669,24.10118174481162
670,18.07834223306622
671,28.36337298774992
672,12.881848883933014
673,9.013387703678628
674,8.517630529902586
675,36.15668450833589
676,10.602302759038988
677,18.48331015089039
678,18.07834223306622
679,23.67424242424241
680,53.87931034482757
681,28.36337298774992
682,8.978906837038512
683,8.700537738347197
684,10.995959735055536
685,10.555266291012863
686,18.27162126813839
687,120.19230769230768
688,7.913246596058878
689,7.25863613168375
690,6.970664393684804
691,6.334190201998538
692,7.988464448085726
693,16.8383406958087
694,13.938450960777597
695,21.79611481279092
696,53.83101691661314
697,52.411653530985056
698,5.635782306563529
699,5.565839180166342
700,6.171269648974575
701,12.5830158735572
702,11.16841198649321
703,10.555266291012863
704,28.36337294700385
705,120.19230769230768
706,53.87931034482757
707,27.517126057864804
708,93.562874251497
709,50.403225806451594
710,53.87931034482757
711,53.87931034482757
712,13.540939927956327
713,21.805725405481464
714,49.690647797358565
715,26.850850277019934
716,18.07834223306622
717,28.36337298774992
718,12.984296826297179
719,18.07834223306622
720,125.50200803212853
721,24.845323953453452
722,27.56096903276136
723,32.89473684210527
724,55.80357142857143
725,24.476773190577656
726,18.639750368954143
727,40.60483420370545
728,6.8466940537702925
729,11.369249288328426
730,25.292946305063683
731,18.07834223306622
732,53.87931034482757
733,38.8265011600415
734,5.595249526443322
735,10.76433885376894
736,2.666604531001419
737,2.3412266292877195
738,17.796131231036224
739,18.07834223306622
740,34.907946906574836
741,11.16841198649321
742,8.964708401337527
743,8.647212338071787
744,53.87931034482757
745,4.4992043429621
746,55.121938215062045
747,7.773418016899162
748,3.8923579009345577
749,3.985225274218952
750,6.065001811426962
751,3.4360937541508707
752,4.958060743669591
753,17.453973472277415
754,18.07834223306622
755,2.23985269729635
756,3.8111297320707758
757,5.537613908813048
758,4.9908421270599135
759,8.381860941200602
760,27.71663121725879
761,13.96417185417693
762,12.984296826297179
763,8.381860941200602
764,5.644380385113287
765,120.19230769230768
766,4.645498296449618
767,8.53181974999136
768,21.321669836695698
769,18.07834223306622
770,27.888278014373057
771,1.5319451902873555
772,2.871876146835963
773,7.907203690185428
774,1.4734599320126218
775,2.116382343196943
776,8.916568033255295
777,32.89473684210527
778,5.0599563632104685
779,9.476703156506074
780,120.19230769230768
781,7.913246596058878
782,12.087790298078177
783,17.9718398972236
784,13.985971838374484
785,13.324001022122484
786,13.392343928502825
787,36.156684423929015
788,94.69696969696965
789,10.88150466796638
790,27.925127371760134
791,28.36337298774992
792,10.647995158267639
793,18.07834223306622
794,22.977941176470587
795,6.937622043835587
796,6.3011912632684295
797,50.403225806451594
798,5.090909091649584
799,8.06029354579547
800,34.30538489662141
801,52.41165378808122
802,28.36337294700385
803,51.105783338318034
804,21.321669836695698
805,12.05059087240581
806,21.79611481279092
807,2.666651132343147
808,4.210883305579676
809,8.332107258782155
810,8.610894111716302
811,18.226812413948423
812,28.000000011199994
813,29.509985699683625
814,26.877766740925175
815,52.411653530985056
816,53.01151368878487
817,8.362032342038214
818,8.68292126536705
819,11.28220475857372
820,16.60394757047262
821,3.1086472268431296
822,2.7011772454009564
823,17.734126311767447
824,53.87931034482757
825,18.07979660619656
826,5.040953011186608
827,18.07834223306622
828,10.506949405516918
829,17.856458556086423
830,18.07834223306622
831,49.690647797358565
832,4.11545770025642
833,8.460128420492918
834,13.252878455449354
835,4.8729489403974915
836,21.805725405481464
837,52.41165378808122
838,8.978906837038512
839,8.00213736852073
840,13.96417185417693
841,34.72222222222223
842,53.87931034482757
843,53.87931034482757
844,12.881848883933014
845,11.031185434374958
846,3.957356083230126
847,4.366860328827178
848,9.284394114999685
849,26.28264216351842
850,13.96417185417693
851,34.72222222222223
852,4.293990305521299
853,2.877384018468493
854,3.6763620326511304
855,4.4441617274010214
856,74.68897378943875
857,38.82650126456086
858,28.36337298774992
859,6.113807973547985
860,1.0326832155527763
861,1.5504263347901495
862,5.058589258701208
863,4.887899597899411
864,3.084584404869773
865,2.5180390393644516
866,38.10975609756099
867,36.80283104105579
868,8.935635592328182
869,5.4496137192237715
870,9.03917111653311
871,24.47677319057766
872,27.56096903276136
873,3.2936492276424145
874,3.457752305776862
875,3.778849426737473
876,10.543304618981667
877,10.053483849788833
878,17.796131231036224
879,5.453053628753842
880,13.62129543267015
881,28.81311822830916
882,18.07834223306622
883,7.782476437622873
884,18.039178030000652
885,47.822703209250136
886,28.36337298774992
887,50.403225806451594
888,20.760955629628715
889,27.888278014373057
890,27.99550532408766
891,3.511839943931581
892,10.40672924830521
893,18.354636364537445
894,10.248382669090544
895,4.8278003582891165
896,6.152181253415058
897,13.25831383728765
898,32.89473684210527
899,10.916504191452288
900,10.432212705529384
901,17.747937521090506
902,27.214941993017693
903,119.73180076628356
904,48.82812499999999
905,50.403225806451594
906,12.026917526856872
907,36.156684423929015
908,48.953546276410016
909,13.766519823788544
910,24.289733967385384
911,6.712712564933869
912,12.70325203252033
913,9.162277289286942
914,6.712712564933869
915,3.779095224812934
916,8.468834688346885
917,37.463349676465505
918,16.234840241339487
919,4.653191120488475
920,4.140887324054072
921,36.80283104105579
922,28.36337294700385
923,110.03521126760569
924,10.965589702398052
925,10.024888015604455
926,28.36337294700385
927,52.41165378808122
928,27.498067140580478
929,10.555266291012863
930,6.144755251811997
931,12.807377049180328
932,17.63810653382224
933,25.11587724033587
934,8.68292126536705
935,7.349140123758574
936,14.810426540284357
937,48.82812499999999
938,36.80283104105579
939,20.760955629628715
940,27.71663121725879
941,6.1770176699329
942,57.87037037037037
943,10.053483849788833
944,10.275383021734877
945,53.87931034482757
946,18.07834223306622
947,33.717274753003075
948,7.773418016899162
949,20.424836601307188
950,4.293990305521299
951,5.610884147804156
952,4.918396250366176
953,6.539053830434989
954,15.366676480642344
955,27.64279624579638
956,12.05059087240581
957,3.9770774567416862
958,6.493555894585773
959,111.60714285714285
960,17.63810653382224
961,13.674398458355938
962,9.013387703678628
963,9.655600716578233
964,5.020718996284372
965,4.356952214715696
966,27.081879873647146
967,27.71663121725879
968,50.40953002036838
969,7.498446849600598
970,27.081879873647146
971,28.36337298774992
972,6.1770176699329
973,7.25863613168375
974,8.665144861808669
975,3.012647717320227
976,15.554573063734114
977,16.234840241339487
978,18.226812413948423
979,5.074766299422178
980,6.011428750549482
981,7.157706527720812
982,12.733522944001155
983,50.409530249112535
984,28.36337294700385
985,126.51821862348181
986,7.919037487541547
987,8.023208638179083
988,5.44075233398319
989,8.651213308664138
990,35.52504009668353
991,12.755036453527252
992,40.06410256410258
993,13.441684886605831
994,34.72222222222223
995,53.87931034482757
996,10.713875137312009
997,5.457633863847913
998,4.842896248213896
999,28.36337294700385
1000,51.10578309996421
1001,9.31834199864839
1002,15.117244164537839
1003,18.07834223306622
1004,21.805725405481464
1005,9.311390011549145
1006,16.571743520408397
1007,18.55969478834248
1008,13.699603961447062
1009,34.305384968715366
1010,1.927284611598928
1011,2.542287176829628
1012,3.578853263860406
1013,28.36337298774992
1014,53.87931034482757
1015,5.448468343538211
1016,52.411653530985056
1017,18.07834223306622
1018,26.676256168223585
1019,26.850850277019934
1020,6.998244498503497
1021,8.764305720365156
1022,4.994794262321751
1023,3.986535245818096
1024,7.9922740792228035
1025,7.988464448085726
1026,8.964060157295968
1027,20.576515860270952
1028,18.07834223306622
1029,18.07834223306622
1030,27.71663121725879
1031,12.984296826297179
1032,10.193712554713693
1033,5.627150415955759
1034,13.938450960777597
1035,9.113406206974213
1036,8.381860941200602
1037,28.36337298774992
1038,46.6727921206419
1039,52.411653530985056
1040,120.19230769230768
1041,6.929157799561967
1042,14.071416186685152
1043,7.999056448555502
1044,13.334461343431961
1045,26.28264216351842
1046,27.71663121725879
1047,6.995508554804031
1048,10.288257930135476
1049,5.041669291638168
1050,10.113268608414238
1051,6.181140863598332
1052,9.303495726911759
1053,2.5397954950763357
1054,3.117004972778034
1055,6.994822480265363
1056,6.905770112193336
1057,6.3011912632684295
1058,4.517331626995271
1059,2.3004946947185103
1060,5.583508323017569
1061,6.940921453146307
1062,36.156684423929015
1063,52.411653530985056
1064,28.36337298774992
1065,12.984296826297179
1066,8.301973785236312
1067,53.87931034482757
1068,27.83954220820035
1069,53.87931034482757
1070,13.216323054264079
1071,13.425425138509967
1072,28.36337298774992
1073,7.286839665167771
