,throughput,new_flow,new_flow_normalized
907,0.06336,0.6,0.0535714286
908,0.03232,0.6,0.0535714286
909,0.11488,0.4,0.0357142857
910,0.02176,0,0
911,0,2,0.1785714286
912,0.12096,0.4,0.0357142857
913,0.02144,1.6,0.1428571429
914,0.08448,2,0.1785714286
915,0.12896,3.2,0.2857142857
916,0.16032,0.4,0.0357142857
917,0.0224,0.2,0.0178571429
918,0.01184,1,0.0892857143
919,0.05856,2.8,0.25
920,0.1536,2.8,0.25
921,0.02176,0.2,0.0178571429
922,0.01184,0.6,0.0535714286
923,0.03328,0.4,0.0357142857
924,0.02368,1.4,0.125
925,0.08672,1.4,0.125
926,0.01184,0.6,0.0535714286
927,0.03552,0.2,0.0178571429
928,0.01056,0.2,0.0178571429
929,0.07392,1.4,0.125
930,0.06784,2.2,0.1964285714
931,0.12032,0.4,0.0357142857
932,0.02368,1,0.0892857143
933,0.05984,0,0
934,0,1.6,0.1428571429
935,0.096,1.8,0.1607142857
936,0.10976,0.4,0.0357142857
937,0.02176,0.4,0.0357142857
938,0.02176,0.2,0.0178571429
939,0.00992,0.8,0.0714285714
940,0.04736,0.8,0.0714285714
941,0.1184,2,0.1785714286
942,0.02496,0.4,0.0357142857
943,0.08608,1.4,0.125
944,0.08096,1.4,0.125
945,0.02368,0.4,0.0357142857
946,0,0,0
947,0.06592,0.2,0.0178571429
948,0.01184,1.8,0.1607142857
949,0.0912,0.4,0.0357142857
950,0.02368,3,0.2678571429
951,0.16928,1.8,0.1607142857
952,0.09472,2.6,0.2321428571
953,0.15136,1.6,0.1428571429
954,0.09664,0.8,0.0714285714
955,0.048,0,0
956,0,1.2,0.1071428571
957,0.06912,3.2,0.2857142857
958,0.1952,0.6,0.0535714286
959,0.0336,0.4,0.0357142857
960,0.02368,1,0.0892857143
961,0.05792,1.2,0.1071428571
962,0.07104,1.6,0.1428571429
963,0.09472,1.4,0.125
964,0.0752,2.6,0.2321428571
965,0.16096,2.6,0.2321428571
966,0.00992,0.2,0.0178571429
967,0.04736,0.8,0.0714285714
968,0.0336,0.6,0.0535714286
969,0.1744,0.2,0.0178571429
970,0.00992,0.2,0.0178571429
971,0.01184,0.2,0.0178571429
972,0.1184,2,0.1785714286
973,0.10016,1.8,0.1607142857
974,0.08512,1.6,0.1428571429
975,0.2112,3.6,0.3214285714
976,0.104,0.2,0.0178571429
977,0.01184,1,0.0892857143
978,0.05408,1,0.0892857143
979,0.05792,2.6,0.2321428571
980,0.152,1.8,0.1607142857
981,0.10464,1.8,0.1607142857
982,0.07488,1.2,0.1071428571
983,0.0336,0.2,0.0178571429
984,0.01184,0.6,0.0535714286
985,0.03616,0.4,0.0357142857
986,0.02432,1.8,0.1607142857
987,0.10592,1.6,0.1428571429
988,0.08576,2.4,0.2142857143
989,0.13312,1.2,0.1071428571
990,0.064,0.2,0.0178571429
991,0.00992,1.2,0.1071428571
992,0.0672,0.4,0.0357142857
993,0.02144,1.2,0.1071428571
994,0.07104,0.4,0.0357142857
995,0.02368,0.4,0.0357142857
996,0.06944,1.4,0.125
997,0.13024,2.2,0.1964285714
998,0.14592,2.4,0.2142857143
999,0.01184,0.6,0.0535714286
1000,0.03424,0.6,0.0535714286
1001,0.03616,1.6,0.1428571429
1002,0.09792,0,0
1003,0,0,0
1004,0,0.6,0.0535714286
1005,0.03488,1.6,0.1428571429
1006,0.09088,0.8,0.0714285714
1007,0.048,1,0.0892857143
1008,0.05728,1.2,0.1071428571
1009,0.06528,0.2,0.0178571429
1010,0.00992,6.2,0.5535714286
1011,0.34592,3.2,0.2857142857
1012,0.16704,3.2,0.2857142857
1013,0.01184,0.2,0.0178571429
1014,0.02368,0.4,0.0357142857
1015,0.13088,2.2,0.1964285714
1016,0.03552,0.6,0.0535714286
1017,0,0,0
1018,0.0752,0.6,0.0535714286
1019,0.03168,0.8,0.0714285714
1020,0.04544,2,0.1785714286
1021,0.11328,1.4,0.125
1022,0.08096,2.6,0.2321428571
1023,0.13728,3,0.2678571429
1024,0.16608,0.6,0.0535714286
1025,0.03552,1.8,0.1607142857
1026,0.10912,1.4,0.125
1027,0.0752,0,0
1028,0,0,0
1029,0,0.8,0.0714285714
1030,0.04736,0.8,0.0714285714
1031,0.07104,1.2,0.1071428571
1032,0.08288,1.4,0.125
1033,0.11808,2.2,0.1964285714
1034,0.03552,1.2,0.1071428571
1035,0.06592,1.6,0.1428571429
1036,0.09472,1.6,0.1428571429
1037,0.01184,0.2,0.0178571429
1038,0.05408,0.6,0.0535714286
1039,0.03552,0.6,0.0535714286
1040,0.03552,0.4,0.0357142857
1041,0.02176,2,0.1785714286
1042,0.10368,0.8,0.0714285714
1043,0.04032,1.8,0.1607142857
1044,0.09472,1,0.0892857143
1045,0.05536,0.8,0.0714285714
1046,0.04736,0.8,0.0714285714
1047,0.04736,2,0.1785714286
1048,0.10816,1.2,0.1071428571
1049,0.06976,2.6,0.2321428571
1050,0.14112,0.4,0.0357142857
1051,0.02368,2.2,0.1964285714
1052,0.12256,1.2,0.1071428571
1053,0.06848,4.8,0.4285714286
1054,0.26368,3,0.2678571429
1055,0.16608,1.2,0.1071428571
1056,0.06592,2,0.1785714286
1057,0.11136,2,0.1785714286
1058,0.14432,2.6,0.2321428571
1059,0.26208,4.6,0.4107142857
1060,0.12128,2.2,0.1964285714
1061,0.16736,1.2,0.1071428571
1062,0.06336,0.6,0.0535714286
1063,0.03552,0.6,0.0535714286
1064,0.01184,0.2,0.0178571429
1065,0.07104,1.2,0.1071428571
1066,0.09728,1.6,0.1428571429
1067,0.02368,0.4,0.0357142857
1068,0.04608,0.8,0.0714285714
1069,0.02368,0.4,0.0357142857
1070,0.0672,1.2,0.1071428571
1071,0.06336,1.2,0.1071428571
1072,0.01184,0.2,0.0178571429
1073,0.09888,1.8,0.1607142857
