,throughput,new_flow
292,0.021759999999999998,0.2
293,0.00992,0.2
294,0.01184,0.2
295,0.136,2.6
296,0.13344,2.6
297,0.00992,0.2
298,0.0,0.4
299,0.021759999999999998,0.0
300,0.0,0.0
301,0.0,0.0
302,0.01184,0.2
303,0.00992,0.2
304,0.00992,0.6
305,0.035519999999999996,1.2
306,0.06912,1.2
307,0.10112,1.8
308,0.09504,1.0
309,0.0592,0.4
310,0.02368,0.4
311,0.02368,0.0
312,0.0,0.0
313,0.0,0.0
314,0.01184,0.2
315,0.01184,0.0
316,0.0,1.2
317,0.06656000000000001,1.2
318,0.02112,0.2
319,0.01184,0.0
320,0.0,0.0
321,0.0,0.0
322,0.0,0.0
323,0.01184,0.2
324,0.01184,0.2
325,0.01184,0.2
326,0.00992,0.2
327,0.05952,1.2
328,0.0,1.0
329,0.053439999999999994,0.6
330,0.035519999999999996,0.6
331,0.02368,0.4
332,0.0672,0.6
333,0.03424,0.6
334,0.01184,0.2
335,0.0,0.0
336,0.0,0.0
337,0.0,0.0
338,0.0,0.4
339,0.02368,0.0
340,0.0,0.0
341,0.06336,0.2
342,0.01184,0.2
343,0.06336,1.4
344,0.08288,0.6
345,0.035519999999999996,0.0
346,0.0,0.0
347,0.01184,0.0
348,0.0,0.0
349,0.0,0.0
350,0.02368,0.0
351,0.0,0.0
352,0.01184,0.0
353,0.0,0.0
354,0.02368,1.0
355,0.054079999999999996,0.0
356,0.0,0.2
357,0.01184,0.2
358,0.01184,0.2
359,0.01184,0.0
360,0.0,0.0
361,0.01184,0.4
362,0.02368,0.4
363,0.02368,0.6
364,0.0368,0.6
365,0.024319999999999998,0.4
366,0.0,0.4
367,0.02368,0.4
368,0.02144,0.4
369,0.02368,0.4
370,0.02368,0.0
371,0.0,0.0
372,0.01184,0.2
373,0.0,0.4
374,0.02368,0.4
375,0.01184,0.2
376,0.08448,0.6
377,0.035519999999999996,0.6
378,0.01184,2.6
379,0.1424,0.2
380,0.01184,0.2
381,0.01984,0.4
382,0.02368,1.0
383,0.0496,1.4
384,0.07584,0.2
385,0.01184,1.2
386,0.06592,1.6
387,0.09216,1.6
388,0.021759999999999998,0.2
389,0.01184,1.2
390,0.06336,2.6
391,0.13856,1.8
392,0.09312000000000001,1.8
393,0.02368,0.4
394,0.02368,0.4
395,0.06336,0.4
396,0.02368,3.0
397,0.15904000000000001,1.4
398,0.08224,1.8
399,0.09568,1.8
400,0.08288,0.8
401,0.04736,0.8
402,0.035519999999999996,1.2
403,0.07103999999999999,1.2
404,0.13024000000000002,1.2
405,0.06336,1.2
406,0.053439999999999994,0.0
407,0.0,2.2
408,0.1232,2.2
409,0.056639999999999996,0.2
410,0.01184,0.0
411,0.0,1.4
412,0.08096,7.2
413,0.41408,1.6
414,0.09216,1.6
415,0.12128,2.2
416,0.10655999999999999,7.2
417,0.41088,7.2
418,0.035519999999999996,0.2
419,0.01184,0.2
420,0.00992,1.6
421,0.09472,0.6
422,0.035519999999999996,1.4
423,0.0816,1.4
424,0.05728,0.6
425,0.0336,0.6
426,0.00992,0.2
427,0.0528,1.6
428,0.08384,1.6
429,0.01056,0.8
430,0.0416,0.8
431,0.01056,1.4
432,0.07328,1.4
433,0.021759999999999998,1.0
434,0.0496,1.0
435,0.01184,1.8
436,0.09696,1.8
437,0.021759999999999998,0.4
438,0.0224,0.0
439,0.0,1.4
440,0.07904,1.4
441,0.0,1.4
442,0.07712000000000001,0.0
443,0.0,0.0
444,0.024319999999999998,0.2
445,0.00992,0.2
446,0.01184,0.4
447,0.02368,1.4
448,0.07904,1.2
449,0.05952,1.2
450,0.04736,2.0
451,0.10815999999999999,0.0
452,0.0,0.0
453,0.0,0.0
454,0.0,0.2
455,0.0096,0.4
456,0.02368,0.6
457,0.035519999999999996,1.6
458,0.096,0.0
459,0.0,0.0
460,0.0,0.0
461,0.04736,0.2
462,0.01184,1.6
463,0.09727999999999999,1.6
464,0.024319999999999998,0.0
465,0.0,0.0
466,0.01184,0.4
467,0.021759999999999998,0.4
468,0.00992,0.0
469,0.0,0.0
470,0.01184,0.2
471,0.01248,0.0
472,0.0,2.2
473,0.12,2.2
474,0.035519999999999996,0.2
475,0.00992,0.2
476,0.01184,0.2
477,0.01184,0.2
478,0.0,0.2
479,0.01184,0.2
480,0.02368,0.0
481,0.0,0.0
482,0.0,0.0
483,0.0,0.4
484,0.02368,0.4
485,0.0,1.0
486,0.0592,0.6
487,0.03168,1.4
488,0.07904,0.6
489,0.03168,1.4
490,0.07647999999999999,0.2
491,0.01056,0.0
492,0.0,0.2
493,0.01184,0.2
494,0.01184,0.2
495,0.26911999999999997,1.2
496,0.06464,0.4
497,0.0224,0.0
498,0.0,0.0
499,0.0,0.0
500,0.0,0.0
501,0.0,11.8
502,0.70112,2.4
503,0.14272,2.4
504,0.05536,1.0
505,0.23296,4.0
506,0.1088,3.4
507,0.20128,3.4
508,0.02368,0.2
509,0.00992,1.0
510,0.052160000000000005,1.0
511,0.062079999999999996,0.4
512,0.01984,0.2
513,0.01248,0.2
514,0.048,1.2
515,0.07103999999999999,1.2
516,0.1312,2.0
517,0.1056,0.4
518,0.024319999999999998,1.0
519,0.06176,1.0
520,0.13055999999999998,2.4
521,0.02368,0.4
522,0.02368,0.4
523,0.01248,0.6
524,0.03456,2.0
525,0.1104,2.0
526,0.021759999999999998,0.4
527,0.01952,0.4
528,0.00992,0.4
529,0.0224,0.4
530,0.021759999999999998,1.0
531,0.053439999999999994,0.2
532,0.00992,3.8
533,0.21088,0.2
534,0.01184,0.8
535,0.045439999999999994,2.0
536,0.12352,1.2
537,0.07488,1.2
538,0.0416,0.8
539,0.0,0.4
540,0.021759999999999998,0.6
541,0.0336,2.2
542,0.11552,2.2
543,0.01184,0.2
544,0.00992,0.2
545,0.021759999999999998,0.4
546,0.0224,0.2
547,0.00992,0.2
548,0.13824,2.4
549,0.02048,1.8
550,0.0912,0.2
551,0.00992,0.2
552,0.01184,0.8
553,0.04672,0.8
554,0.0624,1.6
555,0.08352000000000001,0.4
556,0.03232,0.4
557,0.12032000000000001,2.0
558,0.10496,2.0
559,0.01056,0.2
560,0.01184,0.2
561,0.20032,0.4
562,0.021759999999999998,0.0
563,0.0,0.2
564,0.01184,0.2
565,0.033280000000000004,0.6
566,0.09856000000000001,0.0
567,0.0,0.0
568,0.01184,0.0
569,0.0,0.0
570,0.08448,0.0
571,0.0,1.8
572,0.1104,0.6
573,0.035519999999999996,0.6
574,0.02368,0.4
575,0.01184,0.2
576,0.07103999999999999,1.2
577,0.0,0.0
578,0.00992,0.2
579,0.021759999999999998,0.4
580,0.00992,0.2
581,0.00992,0.2
582,0.1184,0.4
583,0.02496,1.0
584,0.0624,0.8
585,0.045439999999999994,0.8
586,0.01184,0.2
587,0.0,0.2
588,0.01056,0.2
589,0.043519999999999996,1.6
590,0.08064,1.6
591,0.01056,0.2
592,0.12896,2.2
593,0.11135999999999999,1.4
594,0.08544,1.0
595,0.0592,0.2
596,0.01184,0.2
597,0.02368,0.2
598,0.01184,1.4
599,0.08096,2.2
600,0.13664,2.2
601,0.03296,1.0
602,0.05728,1.0
603,0.048,1.4
604,0.08288,1.4
605,0.02368,0.0
606,0.0,2.8
607,0.17088,2.8
608,0.02368,0.6
609,0.0336,0.8
610,0.04736,0.8
611,0.1488,0.0
612,0.0,0.8
613,0.04736,0.8
614,0.0592,2.0
615,0.10624000000000001,1.4
616,0.0848,1.8
617,0.10528,0.6
618,0.035519999999999996,0.0
619,0.0,0.8
620,0.04736,0.4
621,0.0224,2.6
622,0.15008,0.8
623,0.048,1.2
624,0.07424,0.4
625,0.021759999999999998,0.0
626,0.0,0.0
627,0.01248,0.2
628,0.0848,0.8
629,0.045439999999999994,2.2
630,0.12,0.2
631,0.01184,0.2
632,0.00992,0.2
633,0.00992,1.0
634,0.05312000000000001,1.0
635,0.07103999999999999,0.2
636,0.01184,0.2
637,0.08127999999999999,0.6
638,0.035519999999999996,1.2
639,0.07488,1.2
640,0.02368,0.4
641,0.0224,0.4
642,0.035519999999999996,1.4
643,0.08672,1.4
644,0.01184,0.0
645,0.0,0.2
646,0.01184,1.0
647,0.056,0.4
648,0.024319999999999998,0.8
649,0.04672,0.4
650,0.021759999999999998,0.4
651,0.01184,0.2
652,0.17824,3.4
653,0.13344,0.2
654,0.00992,0.0
655,0.0,0.0
656,0.045439999999999994,0.8
657,0.0,0.2
658,0.01184,0.2
659,0.01184,1.4
660,0.07328,0.2
661,0.00992,0.2
662,0.035519999999999996,1.6
663,0.0928,2.0
664,0.10112,2.2
665,0.11936,1.0
666,0.0592,0.4
667,0.02368,0.4
668,0.02368,0.4
669,0.06336,0.0
670,0.0,0.0
671,0.01184,0.2
672,0.01184,1.2
673,0.07103999999999999,1.6
674,0.09024,1.6
675,0.06336,0.2
676,0.01184,1.4
677,0.08288,0.0
678,0.0,0.0
679,0.0,0.4
680,0.02368,0.4
681,0.01184,0.2
682,0.01184,1.6
683,0.08384,1.6
684,0.05952,1.4
685,0.07392,1.4
686,0.053439999999999994,1.0
687,0.035519999999999996,0.4
688,0.02368,1.8
689,0.10016,1.8
690,0.05536,2.0
691,0.10944000000000001,2.0
692,0.035519999999999996,1.8
693,0.09888,0.6
694,0.035519999999999996,1.2
695,0.07103999999999999,0.8
696,0.04736,0.6
697,0.035519999999999996,0.6
698,0.11744,2.2
699,0.12255999999999999,2.2
700,0.11872,2.0
701,0.11968,0.6
702,0.035519999999999996,1.4
703,0.07392,1.4
704,0.01184,0.6
705,0.035519999999999996,0.4
706,0.02368,0.4
707,0.035519999999999996,0.8
708,0.04992,0.4
709,0.0224,0.4
710,0.02368,0.4
711,0.02368,0.4
712,0.10687999999999999,0.0
713,0.0,0.6
714,0.03296,0.6
715,0.0528,0.0
716,0.0,0.0
717,0.01184,0.2
718,0.07103999999999999,1.2
719,0.0,0.0
720,0.0448,0.4
721,0.02368,0.8
722,0.048639999999999996,0.8
723,0.01184,0.4
724,0.024319999999999998,0.4
725,0.0224,0.8
726,0.04512,1.0
727,0.0592,0.2
728,0.01184,2.0
729,0.112,1.0
730,0.0592,0.0
731,0.0,0.0
732,0.02368,0.4
733,0.02368,0.6
734,0.03488,2.4
735,0.128,0.8
736,0.0448,4.6
737,0.24672,4.6
738,0.0592,1.0
739,0.0,0.0
740,0.01984,0.6
741,0.035519999999999996,1.4
742,0.07328,1.6
743,0.08576,1.6
744,0.02368,0.4
745,0.14624,2.6
746,0.045439999999999994,0.2
747,0.01184,1.8
748,0.10144,3.2
749,0.1728,2.8
750,0.14976,1.8
751,0.0976,3.6
752,0.21311999999999998,1.6
753,0.08703999999999999,0.0
754,0.0,0.8
755,0.04736,5.4
756,0.29472,1.2
757,0.06912,2.4
758,0.13312000000000002,2.4
759,0.09472,1.6
760,0.04736,0.8
761,0.04736,1.2
762,0.07103999999999999,1.2
763,0.09472,1.6
764,0.1168,2.2
765,0.035519999999999996,0.4
766,0.021759999999999998,2.8
767,0.15808,0.2
768,0.01184,0.0
769,0.0,0.0
770,0.045439999999999994,0.8
771,0.38816,6.6
772,0.2128,3.8
773,0.1568,1.0
774,0.054079999999999996,8.0
775,0.46336000000000005,2.8
776,0.15295999999999998,0.2
777,0.01184,0.4
778,0.02048,2.6
779,0.14624,0.6
780,0.035519999999999996,0.4
781,0.02368,1.8
782,0.10528,1.0
783,0.05728,1.0
784,0.045439999999999994,1.2
785,0.06527999999999999,1.2
786,0.064,1.2
787,0.06336,0.6
788,0.03168,0.4
789,0.02048,1.4
790,0.07328,0.2
791,0.01184,0.2
792,0.07136,1.4
793,0.0,0.0
794,0.08576,0.4
795,0.02304,2.0
796,0.11135999999999999,2.0
797,0.0224,0.4
798,0.04224,2.6
799,0.14368,1.2
800,0.06527999999999999,0.6
801,0.035519999999999996,0.2
802,0.01184,0.6
803,0.03424,0.2
804,0.01184,0.0
805,0.0,1.2
806,0.07103999999999999,0.8
807,0.043519999999999996,4.6
808,0.24416,1.8
809,0.09632,1.6
810,0.08703999999999999,1.6
811,0.054079999999999996,1.0
812,0.04224,0.8
813,0.07103999999999999,0.2
814,0.0096,0.6
815,0.035519999999999996,0.6
816,0.036160000000000005,0.6
817,0.09536,1.6
818,0.0,1.6
819,0.09472,1.2
820,0.06976,1.0
821,0.05504,4.0
822,0.22591999999999998,4.0
823,0.05984,1.0
824,0.02368,0.4
825,0.056,1.0
826,0.12864,2.4
827,0.0,0.0
828,0.0752,1.4
829,0.05856,1.0
830,0.0,0.0
831,0.03296,0.6
832,0.1568,2.8
833,0.09216,1.6
834,0.06656000000000001,1.2
835,0.14336,2.4
836,0.0,0.6
837,0.035519999999999996,0.2
838,0.01184,1.6
839,0.10655999999999999,1.6
840,0.04736,1.2
841,0.07103999999999999,0.4
842,0.02368,0.4
843,0.02368,0.4
844,0.01184,1.2
845,0.057920000000000006,1.4
846,0.07904,3.2
847,0.1856,2.4
848,0.13568,1.0
849,0.05536,0.8
850,0.04736,1.2
851,0.07103999999999999,0.4
852,0.02368,3.0
853,0.1744,4.0
854,0.2304,2.6
855,0.152,2.6
856,0.054720000000000005,0.4
857,0.02368,0.2
858,0.01184,0.2
859,0.01184,2.2
860,0.13088,11.2
861,0.66688,2.2
862,0.12704000000000001,2.4
863,0.14207999999999998,2.4
864,0.24864,3.2
865,0.24864,4.2
866,0.06848,0.4
867,0.021759999999999998,0.2
868,0.00992,1.6
869,0.08448,2.4
870,0.12672,1.2
871,0.062079999999999996,0.8
872,0.048639999999999996,0.8
873,0.04736,3.8
874,0.21472,3.0
875,0.16927999999999999,3.0
876,0.07424,1.4
877,0.08607999999999999,1.4
878,0.0592,1.0
879,0.13055999999999998,2.2
880,0.0592,1.2
881,0.01248,0.2
882,0.0,0.0
883,0.072,1.8
884,0.09472,0.6
885,0.03136,0.6
886,0.01184,0.2
887,0.0224,0.4
888,0.00992,0.8
889,0.045439999999999994,0.8
890,0.0416,0.8
891,0.17856,3.2
892,0.07776,1.4
893,0.052160000000000005,1.0
894,0.0816,1.4
895,0.1472,2.4
896,0.06656000000000001,2.2
897,0.11552,0.2
898,0.01184,0.4
899,0.021759999999999998,1.4
900,0.07712000000000001,1.4
901,0.09568,0.6
902,0.0336,0.8
903,0.045439999999999994,0.4
904,0.021759999999999998,0.4
905,0.0224,0.4
906,0.0848,1.2
907,0.06336,0.6
908,0.03232,0.6
909,0.11488,0.4
910,0.021759999999999998,0.0
911,0.0,2.0
912,0.12095999999999998,0.4
913,0.02144,1.6
914,0.08448,2.0
915,0.12896,3.2
916,0.16032000000000002,0.4
917,0.0224,0.2
918,0.01184,1.0
919,0.05856,2.8
920,0.1536,2.8
921,0.021759999999999998,0.2
922,0.01184,0.6
923,0.033280000000000004,0.4
924,0.02368,1.4
925,0.08672,1.4
926,0.01184,0.6
927,0.035519999999999996,0.2
928,0.01056,0.2
929,0.07392,1.4
930,0.06784,2.2
931,0.12032000000000001,0.4
932,0.02368,1.0
933,0.05984,0.0
934,0.0,1.6
935,0.096,1.8
936,0.10976,0.4
937,0.021759999999999998,0.4
938,0.021759999999999998,0.2
939,0.00992,0.8
940,0.04736,0.8
941,0.1184,2.0
942,0.02496,0.4
943,0.08607999999999999,1.4
944,0.08096,1.4
945,0.02368,0.4
946,0.0,0.0
947,0.06592,0.2
948,0.01184,1.8
949,0.0912,0.4
950,0.02368,3.0
951,0.16927999999999999,1.8
952,0.09472,2.6
953,0.15136,1.6
954,0.09664,0.8
955,0.048,0.0
956,0.0,1.2
957,0.06912,3.2
958,0.1952,0.6
959,0.0336,0.4
960,0.02368,1.0
961,0.057920000000000006,1.2
962,0.07103999999999999,1.6
963,0.09472,1.4
964,0.0752,2.6
965,0.16096,2.6
966,0.00992,0.2
967,0.04736,0.8
968,0.0336,0.6
969,0.1744,0.2
970,0.00992,0.2
971,0.01184,0.2
972,0.1184,2.0
973,0.10016,1.8
974,0.08512,1.6
975,0.2112,3.6
976,0.104,0.2
977,0.01184,1.0
978,0.054079999999999996,1.0
979,0.057920000000000006,2.6
980,0.152,1.8
981,0.10464000000000001,1.8
982,0.07488,1.2
983,0.0336,0.2
984,0.01184,0.6
985,0.036160000000000005,0.4
986,0.024319999999999998,1.8
987,0.10592,1.6
988,0.08576,2.4
989,0.13312000000000002,1.2
990,0.064,0.2
991,0.00992,1.2
992,0.0672,0.4
993,0.02144,1.2
994,0.07103999999999999,0.4
995,0.02368,0.4
996,0.06944,1.4
997,0.13024000000000002,2.2
998,0.14592,2.4
999,0.01184,0.6
1000,0.03424,0.6
1001,0.036160000000000005,1.6
1002,0.09792000000000001,0.0
1003,0.0,0.0
1004,0.0,0.6
1005,0.03488,1.6
1006,0.09087999999999999,0.8
1007,0.048,1.0
1008,0.05728,1.2
1009,0.06527999999999999,0.2
1010,0.00992,6.2
1011,0.34592,3.2
1012,0.16704000000000002,3.2
1013,0.01184,0.2
1014,0.02368,0.4
1015,0.13088,2.2
1016,0.035519999999999996,0.6
1017,0.0,0.0
1018,0.0752,0.6
1019,0.03168,0.8
1020,0.045439999999999994,2.0
1021,0.11327999999999999,1.4
1022,0.08096,2.6
1023,0.13727999999999999,3.0
1024,0.16608,0.6
1025,0.035519999999999996,1.8
1026,0.10912000000000001,1.4
1027,0.0752,0.0
1028,0.0,0.0
1029,0.0,0.8
1030,0.04736,0.8
1031,0.07103999999999999,1.2
1032,0.08288,1.4
1033,0.11807999999999999,2.2
1034,0.035519999999999996,1.2
1035,0.06592,1.6
1036,0.09472,1.6
1037,0.01184,0.2
1038,0.054079999999999996,0.6
1039,0.035519999999999996,0.6
1040,0.035519999999999996,0.4
1041,0.021759999999999998,2.0
1042,0.10368,0.8
1043,0.04032,1.8
1044,0.09472,1.0
1045,0.05536,0.8
1046,0.04736,0.8
1047,0.04736,2.0
1048,0.10815999999999999,1.2
1049,0.06976,2.6
1050,0.14112,0.4
1051,0.02368,2.2
1052,0.12255999999999999,1.2
1053,0.06848,4.8
1054,0.26368,3.0
1055,0.16608,1.2
1056,0.06592,2.0
1057,0.11135999999999999,2.0
1058,0.14432,2.6
1059,0.26208000000000004,4.6
1060,0.12128,2.2
1061,0.16735999999999998,1.2
1062,0.06336,0.6
1063,0.035519999999999996,0.6
1064,0.01184,0.2
1065,0.07103999999999999,1.2
1066,0.09727999999999999,1.6
1067,0.02368,0.4
1068,0.04608,0.8
1069,0.02368,0.4
1070,0.0672,1.2
1071,0.06336,1.2
1072,0.01184,0.2
1073,0.09888,1.8
